Service_ID,Service_Date,Location,Branch,Region,Franchise_ID,Product_Category,Service_Type,Technician_ID,Customer_ID,Service_Duration,Part_Name,Parts_Used,Parts_Cost,Parts_Revenue,Service_Cost,Service_Revenue,Total_Revenue,Warranty_Claim,Customer_Satisfaction,Product_Age_Months,First_Call_Resolution,Priority
SVC013038,2023-01-26,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Air Conditioner,Maintenance,TECH_HYD010,CUST523493,0.5,Thermostat,1,623.56,394.524,178.0,84.89999999999999,479.424,1,3.8,20,0,1
SVC013039,2024-11-09,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Refrigerator,Diagnostic,TECH_HYD002,CUST159326,1.9,Evaporator Fan,3,4052.0,6160.46,408.59,693.93,6854.39,0,3.1,84,1,1
SVC013040,2024-03-16,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Air Conditioner,Diagnostic,TECH_JAI004,CUST327759,1.1,Thermostat,2,7072.87,10264.56,305.34,403.7,10668.26,0,3.3,72,1,2
SVC013041,2024-02-03,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Diagnostic,TECH_PUN009,CUST387041,2.6,Inlet Valve,3,3933.58,5821.87,1011.1,1707.44,7529.3099999999995,0,3.9,109,1,2
SVC013042,2024-05-02,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Dishwasher,Part Replacement,TECH_BAN009,CUST438482,1.1,Heating Element,3,2632.59,4145.32,221.82,339.73,4485.049999999999,0,4.8,55,1,2
SVC013043,2024-12-17,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Refrigerator,Cleaning,TECH_SUR005,CUST776198,1.7,None,0,0.0,0.0,574.63,288.219,288.219,1,3.5,4,1,3
SVC013044,2023-08-17,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Kitchen Appliances,Diagnostic,TECH_PUN008,CUST492909,1.5,None,0,0.0,0.0,585.39,836.31,836.31,0,4.7,80,1,1
SVC013045,2023-03-04,Ahmedabad_Maninagar,Ahmedabad_Maninagar,West,FR008_Gujarat,Dishwasher,Part Replacement,TECH_AHM010,CUST734598,2.3,Pump,1,898.97,1335.74,860.32,1248.79,2584.5299999999997,0,4.5,42,0,1
SVC013046,2023-02-04,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Refrigerator,Annual Maintenance Contract,TECH_MUM001,CUST242408,1.9,Evaporator Fan,1,1389.66,2169.24,753.78,1164.29,3333.5299999999997,0,4.4,89,1,3
SVC013047,2024-12-09,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Microwave Oven,Installation,TECH_MUM005,CUST475752,2.1,Door Switch,3,4116.67,5890.91,821.76,1080.61,6971.5199999999995,0,3.0,4,1,3
SVC013048,2024-09-24,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Microwave Oven,Maintenance,TECH_DEL009,CUST463217,1.9,Diode,3,1072.48,1540.67,448.97,600.89,2141.56,0,4.1,79,1,3
SVC013049,2023-07-14,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Air Conditioner,Diagnostic,TECH_IND006,CUST787817,1.2,Filter,3,4689.18,6971.83,318.52,530.29,7502.12,0,3.7,85,1,2
SVC013050,2024-01-14,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Washing Machine,Cleaning,TECH_DEL007,CUST962162,1.7,Control Board,1,3570.55,2230.2599999999998,516.42,231.441,2461.7009999999996,1,4.6,83,1,2
SVC013051,2023-07-15,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Kitchen Appliances,Annual Maintenance Contract,TECH_MUM010,CUST933426,2.2,None,0,0.0,0.0,503.92,213.183,213.183,1,3.9,104,1,2
SVC013052,2024-08-17,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Dishwasher,Repair,TECH_SUR009,CUST704279,5.8,Pump,3,2105.02,3081.93,2162.67,3295.59,6377.52,0,3.2,13,1,2
SVC013053,2023-09-26,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Microwave Oven,Part Replacement,TECH_LUC009,CUST694812,1.8,Magnetron,3,4732.9,7519.41,658.79,949.5,8468.91,0,3.1,99,1,2
SVC013054,2023-02-22,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Microwave Oven,Diagnostic,TECH_PUN008,CUST420920,2.1,Turntable Motor,2,947.39,1501.92,439.86,637.19,2139.11,0,4.2,40,1,1
SVC013055,2023-04-21,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Washing Machine,Cleaning,TECH_PUN002,CUST245257,1.8,None,0,0.0,0.0,602.2,957.68,957.68,0,3.1,51,1,3
SVC013056,2024-03-19,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Microwave Oven,Installation,TECH_MUM006,CUST747573,1.6,Capacitor,2,1065.16,1681.1,388.08,629.38,2310.48,0,4.9,75,1,2
SVC013057,2024-05-14,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Refrigerator,Annual Maintenance Contract,TECH_KOL003,CUST694490,2.7,Door Seal,1,647.83,917.67,967.0,1557.27,2474.94,0,4.9,104,0,2
SVC013058,2023-01-28,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Dishwasher,Annual Maintenance Contract,TECH_BAN005,CUST621236,1.1,None,0,0.0,0.0,411.32,565.53,565.53,0,3.5,11,1,3
SVC013059,2024-08-17,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Refrigerator,Annual Maintenance Contract,TECH_MUM007,CUST898925,2.3,Thermostat,2,1085.95,1706.3,574.69,887.8,2594.1,0,3.5,34,1,1
SVC013060,2024-05-17,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Washing Machine,Repair,TECH_LUC005,CUST504621,2.1,Belt,1,288.59,440.57,757.31,1110.78,1551.35,0,4.8,71,1,3
SVC013061,2023-02-04,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Air Conditioner,Installation,TECH_PUN001,CUST152031,3.3,None,0,0.0,0.0,1040.01,1497.48,1497.48,0,4.5,70,1,2
SVC013062,2024-01-17,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Washing Machine,Cleaning,TECH_MUM006,CUST382652,0.8,Control Board,3,4495.35,6725.84,259.36,431.66,7157.5,0,4.2,93,0,3
SVC013063,2024-06-27,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Washing Machine,Maintenance,TECH_JAI002,CUST409290,0.9,Control Board,3,3113.67,4899.47,253.2,365.97,5265.4400000000005,0,4.8,51,1,2
SVC013064,2023-10-25,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Kitchen Appliances,Maintenance,TECH_PUN004,CUST915034,1.8,None,0,0.0,0.0,439.14,734.45,734.45,0,3.9,78,1,1
SVC013065,2024-09-05,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Refrigerator,Part Replacement,TECH_MUM004,CUST388916,1.6,None,0,0.0,0.0,362.49,600.87,600.87,0,4.7,24,1,2
SVC013066,2023-10-03,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Microwave Oven,Diagnostic,TECH_JAI002,CUST652067,2.3,Diode,2,613.63,925.05,487.51,706.7,1631.75,0,3.2,47,1,1
SVC013067,2024-11-24,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Microwave Oven,Annual Maintenance Contract,TECH_CHE002,CUST954830,1.2,Diode,1,345.54,503.76,285.04,405.52,909.28,0,4.2,25,1,2
SVC013068,2023-08-21,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Kitchen Appliances,Installation,TECH_IND008,CUST900749,2.5,None,0,0.0,0.0,986.02,1442.47,1442.47,0,3.3,67,1,2
SVC013069,2024-06-19,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Kitchen Appliances,Repair,TECH_KOL002,CUST325933,4.2,None,0,0.0,0.0,1424.82,2240.28,2240.28,0,4.1,40,1,1
SVC013070,2024-04-07,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Air Conditioner,Annual Maintenance Contract,TECH_CHE003,CUST702623,2.3,Thermostat,2,1233.13,1867.39,850.35,1236.36,3103.75,0,3.5,38,1,1
SVC013071,2023-03-30,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Washing Machine,Diagnostic,TECH_JAI006,CUST373364,1.7,Drum,3,7203.89,10426.76,526.03,685.11,11111.87,0,4.7,12,1,1
SVC013072,2024-10-27,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Microwave Oven,Diagnostic,TECH_HYD002,CUST419067,1.6,Turntable Motor,1,675.64,993.13,377.35,505.1,1498.23,0,4.2,36,1,2
SVC013073,2024-01-24,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Washing Machine,Maintenance,TECH_KOL008,CUST338970,0.8,Door Lock,3,2704.43,1624.1360000000002,162.5,63.486,1687.6220000000003,1,3.7,83,1,4
SVC013074,2023-12-20,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Microwave Oven,Diagnostic,TECH_DEL006,CUST203429,1.6,None,0,0.0,0.0,528.48,756.13,756.13,0,4.1,110,1,2
SVC013075,2024-04-23,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Air Conditioner,Annual Maintenance Contract,TECH_BAN007,CUST861763,1.2,None,0,0.0,0.0,251.91,353.4,353.4,0,4.0,9,1,2
SVC013076,2024-06-26,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Dishwasher,Part Replacement,TECH_BAN003,CUST304867,2.3,Filter,3,2321.13,1371.356,575.34,224.60399999999998,1595.96,1,3.0,86,1,1
SVC013077,2023-05-08,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Air Conditioner,Installation,TECH_IND009,CUST187707,3.6,Compressor,1,5199.68,7792.22,1313.38,1833.04,9625.26,0,4.6,59,1,1
SVC013078,2024-05-23,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Dishwasher,Diagnostic,TECH_CHE006,CUST162128,1.5,Door Latch,3,1767.33,2548.79,553.01,755.26,3304.05,0,4.3,47,1,1
SVC013079,2023-12-19,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Air Conditioner,Annual Maintenance Contract,TECH_CHE004,CUST906215,1.6,PCB,1,4146.48,6476.27,507.97,720.5,7196.77,0,4.3,106,1,1
SVC013080,2024-07-29,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Kitchen Appliances,Annual Maintenance Contract,TECH_IND003,CUST589739,1.5,Heating Element,2,1489.78,943.5520000000001,416.03,166.79999999999998,1110.352,1,4.2,12,1,2
SVC013081,2024-03-05,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Kitchen Appliances,Installation,TECH_KOL003,CUST832048,2.4,Gasket,1,208.14,308.58,739.21,1151.96,1460.54,0,3.3,67,1,1
SVC013082,2024-04-18,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Air Conditioner,Repair,TECH_IND009,CUST777670,4.0,None,0,0.0,0.0,1040.49,1717.23,1717.23,0,3.3,42,1,2
SVC013083,2024-05-12,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Refrigerator,Diagnostic,TECH_PUN005,CUST752918,1.9,Door Seal,2,11286.97,17630.89,635.81,983.71,18614.6,0,3.9,69,1,2
SVC013084,2024-03-09,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Dishwasher,Installation,TECH_PUN004,CUST184184,3.3,Spray Arm,1,373.62,571.19,1275.64,2151.05,2722.2400000000002,0,4.6,83,0,3
SVC013085,2023-07-02,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Microwave Oven,Maintenance,TECH_DEL009,CUST324900,1.7,Capacitor,3,1524.72,2323.2,641.09,1082.31,3405.5099999999998,0,3.3,20,1,1
SVC013086,2023-02-06,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Refrigerator,Maintenance,TECH_IND004,CUST892240,1.0,None,0,0.0,0.0,270.39,404.52,404.52,0,3.6,49,1,3
SVC013087,2024-03-18,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Kitchen Appliances,Diagnostic,TECH_LUC010,CUST948496,2.4,None,0,0.0,0.0,946.62,398.235,398.235,1,3.7,100,1,3
SVC013088,2023-01-18,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Washing Machine,Part Replacement,TECH_LUC002,CUST140785,2.6,None,0,0.0,0.0,604.41,1000.94,1000.94,0,3.4,44,0,1
SVC013089,2023-04-09,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Air Conditioner,Diagnostic,TECH_HYD004,CUST243023,1.4,Compressor,2,12988.1,19246.5,344.59,466.31,19712.81,0,4.5,15,1,1
SVC013090,2024-05-01,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Microwave Oven,Part Replacement,TECH_DEL001,CUST379625,1.6,None,0,0.0,0.0,445.68,676.29,676.29,0,4.1,104,1,3
SVC013091,2023-03-22,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Kitchen Appliances,Maintenance,TECH_DEL010,CUST205296,0.8,Motor,2,3603.99,5329.04,214.03,346.14,5675.18,0,4.4,27,1,1
SVC013092,2024-07-30,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Washing Machine,Installation,TECH_CHE006,CUST566020,1.7,Drum,1,4258.01,6046.54,439.72,631.18,6677.72,0,5.0,72,1,2
SVC013093,2023-06-15,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Washing Machine,Repair,TECH_HYD004,CUST445749,3.1,Belt,3,7292.28,10951.3,1226.5,1888.67,12839.97,0,4.0,72,1,3
SVC013094,2024-02-06,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Air Conditioner,Diagnostic,TECH_SUR010,CUST327881,2.3,None,0,0.0,0.0,919.35,468.669,468.669,1,4.8,73,1,4
SVC013095,2024-11-29,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Microwave Oven,Annual Maintenance Contract,TECH_AHM002,CUST281744,1.5,None,0,0.0,0.0,479.59,225.147,225.147,1,3.6,47,1,2
SVC013096,2023-12-01,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Dishwasher,Repair,TECH_JAI008,CUST320979,2.7,Spray Arm,2,1821.87,2770.9,760.54,1120.88,3891.78,0,4.8,69,1,2
SVC013097,2023-10-03,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Washing Machine,Installation,TECH_CHE007,CUST269414,3.8,Control Board,3,5506.98,8387.96,1400.2,1936.05,10324.009999999998,0,3.8,47,1,1
SVC013098,2023-07-25,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Washing Machine,Maintenance,TECH_DEL006,CUST560269,1.2,None,0,0.0,0.0,463.74,729.06,729.06,0,4.5,60,1,2
SVC013099,2024-07-24,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Air Conditioner,Cleaning,TECH_LUC006,CUST674625,1.1,Thermostat,1,1107.35,646.64,276.29,113.09400000000001,759.734,1,4.1,99,1,2
SVC013100,2023-06-22,Pune_Hinjewadi,Pune_Hinjewadi,West,FR006_Pune,Kitchen Appliances,Cleaning,TECH_PUN009,CUST554286,0.6,Switch,1,329.08,467.79,125.34,176.61,644.4000000000001,0,4.7,93,1,3
SVC013101,2024-08-21,Delhi_North,Delhi_North,North,FR002_Delhi_NCR,Microwave Oven,Installation,TECH_DEL005,CUST881351,1.8,Door Switch,1,219.73,336.86,613.45,962.99,1299.85,0,3.5,21,0,2
SVC013102,2023-08-13,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Microwave Oven,Installation,TECH_HYD003,CUST280102,3.5,Capacitor,1,576.84,887.1,1189.55,1898.43,2785.53,0,3.7,77,0,1
SVC013103,2023-10-24,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Microwave Oven,Installation,TECH_BAN009,CUST187720,2.6,None,0,0.0,0.0,663.75,960.42,960.42,0,4.1,90,0,3
SVC013104,2024-02-14,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Kitchen Appliances,Maintenance,TECH_JAI003,CUST574170,1.7,None,0,0.0,0.0,487.05,239.988,239.988,1,3.2,83,1,1
SVC013105,2023-11-11,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Installation,TECH_HYD005,CUST267314,3.4,Door Latch,3,1121.37,1728.24,1093.03,1715.65,3443.8900000000003,0,4.8,107,0,1
SVC013106,2023-03-21,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Dishwasher,Maintenance,TECH_DEL004,CUST347185,0.7,Heating Element,3,2490.5,3512.32,265.74,370.51,3882.83,0,4.8,71,1,3
SVC013107,2023-07-23,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Washing Machine,Annual Maintenance Contract,TECH_AHM003,CUST137202,2.4,Drum,1,2562.03,3689.17,896.98,1286.87,4976.04,0,4.8,54,1,3
SVC013108,2023-03-10,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Refrigerator,Installation,TECH_CHE002,CUST474113,1.7,Defrost Timer,1,545.34,328.924,608.46,259.287,588.211,1,4.3,26,1,1
SVC013109,2023-08-06,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Air Conditioner,Cleaning,TECH_MUM010,CUST130779,2.0,None,0,0.0,0.0,661.26,941.95,941.95,0,3.5,46,0,2
SVC013110,2023-07-20,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Dishwasher,Annual Maintenance Contract,TECH_HYD002,CUST317218,1.8,Pump,3,2454.34,3688.89,590.01,817.17,4506.0599999999995,0,4.4,107,1,2
SVC013111,2023-07-11,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Dishwasher,Cleaning,TECH_IND010,CUST695723,0.8,Heating Element,2,1288.58,2061.35,195.39,267.78,2329.13,0,4.0,88,1,1
SVC013112,2024-03-19,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Washing Machine,Repair,TECH_KOL004,CUST825693,5.7,None,0,0.0,0.0,1226.98,1732.93,1732.93,0,3.5,59,1,1
SVC013113,2024-04-08,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Washing Machine,Installation,TECH_PUN007,CUST306386,1.9,None,0,0.0,0.0,744.28,1161.3,1161.3,0,3.5,111,1,1
SVC013114,2024-01-25,Indore_Vijay_Nagar,Indore_Vijay_Nagar,Central,FR011_MP,Kitchen Appliances,Annual Maintenance Contract,TECH_IND004,CUST961020,2.9,None,0,0.0,0.0,676.94,1132.54,1132.54,0,3.4,112,1,3
SVC013115,2024-12-01,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Microwave Oven,Repair,TECH_PUN007,CUST610077,3.1,None,0,0.0,0.0,1096.04,1692.81,1692.81,0,4.3,50,1,3
SVC013116,2023-07-10,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Air Conditioner,Diagnostic,TECH_HYD007,CUST843708,1.4,None,0,0.0,0.0,304.92,424.75,424.75,0,4.0,100,1,3
SVC013117,2024-07-17,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Washing Machine,Cleaning,TECH_BAN008,CUST101223,0.8,None,0,0.0,0.0,266.61,398.2,398.2,0,3.8,38,0,1
SVC013118,2023-04-07,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Microwave Oven,Installation,TECH_LUC005,CUST870433,2.6,Turntable Motor,1,695.61,1084.63,803.26,1231.61,2316.24,0,4.4,51,1,2
SVC013119,2023-07-08,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Air Conditioner,Annual Maintenance Contract,TECH_BAN010,CUST428608,2.4,Compressor,1,8959.27,13224.53,513.57,859.85,14084.380000000001,0,4.2,25,1,1
SVC013120,2024-04-07,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Air Conditioner,Installation,TECH_JAI009,CUST629196,2.3,None,0,0.0,0.0,654.84,256.56,256.56,1,4.4,99,1,2
SVC013121,2024-05-09,Delhi_South,Delhi_South,North,FR002_Delhi_NCR,Washing Machine,Repair,TECH_DEL001,CUST243989,3.3,Drum,3,5174.85,8106.3,1123.47,1829.38,9935.68,0,3.3,81,1,4
SVC013122,2024-04-20,Bangalore_Koramangala,Bangalore_Koramangala,South,FR003_Bangalore,Refrigerator,Repair,TECH_BAN001,CUST927743,2.0,Thermostat,3,3909.06,5555.22,447.99,625.59,6180.81,0,4.2,64,0,2
SVC013123,2023-09-07,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Kitchen Appliances,Annual Maintenance Contract,TECH_LUC010,CUST264976,1.9,None,0,0.0,0.0,528.21,779.13,779.13,0,3.3,51,1,2
SVC013124,2023-10-28,Bangalore_Whitefield,Bangalore_Whitefield,South,FR003_Bangalore,Refrigerator,Diagnostic,TECH_BAN007,CUST949144,2.7,None,0,0.0,0.0,760.37,1020.13,1020.13,0,3.5,66,1,2
SVC013125,2023-07-22,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Dishwasher,Repair,TECH_MUM001,CUST500686,3.6,Filter,3,1460.06,2172.29,756.26,1238.14,3410.4300000000003,0,3.1,2,0,2
SVC013126,2023-09-01,Chennai_Anna_Nagar,Chennai_Anna_Nagar,South,FR004_Chennai,Air Conditioner,Installation,TECH_CHE005,CUST188257,2.9,PCB,1,4900.25,2915.8520000000003,817.92,406.62,3322.472,1,3.7,1,0,3
SVC013127,2023-10-14,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Microwave Oven,Installation,TECH_SUR005,CUST396612,2.1,None,0,0.0,0.0,605.23,986.71,986.71,0,4.1,114,1,1
SVC013128,2024-12-24,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Microwave Oven,Part Replacement,TECH_JAI005,CUST899211,2.9,None,0,0.0,0.0,817.43,1283.09,1283.09,0,5.0,53,0,1
SVC013129,2023-03-01,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Kitchen Appliances,Diagnostic,TECH_JAI006,CUST220229,2.9,None,0,0.0,0.0,828.15,1120.56,1120.56,0,3.4,2,0,2
SVC013130,2024-05-09,Kolkata_Park_Street,Kolkata_Park_Street,East,FR005_Kolkata,Washing Machine,Installation,TECH_KOL004,CUST598945,2.5,Inlet Valve,2,3069.34,4738.28,564.31,943.78,5682.0599999999995,0,3.4,45,1,2
SVC013131,2023-11-19,Ahmedabad_Maninagar,Ahmedabad_Maninagar,West,FR008_Gujarat,Air Conditioner,Installation,TECH_AHM002,CUST531350,2.2,None,0,0.0,0.0,754.41,1104.62,1104.62,0,4.6,14,0,1
SVC013132,2024-09-26,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Washing Machine,Cleaning,TECH_MUM001,CUST286391,1.7,None,0,0.0,0.0,659.57,995.0,995.0,0,4.7,111,1,1
SVC013133,2023-04-11,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Microwave Oven,Diagnostic,TECH_LUC002,CUST226606,2.7,Turntable Motor,2,3984.46,5873.65,1020.6,1585.54,7459.19,0,3.8,21,1,1
SVC013134,2023-10-05,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Air Conditioner,Installation,TECH_MUM003,CUST826925,2.1,Capacitor,1,498.07,735.41,440.61,652.63,1388.04,0,4.2,60,1,2
SVC013135,2024-07-23,Kolkata_Salt_Lake,Kolkata_Salt_Lake,East,FR005_Kolkata,Dishwasher,Diagnostic,TECH_KOL008,CUST193991,2.1,None,0,0.0,0.0,503.48,846.72,846.72,0,4.0,115,1,1
SVC013136,2023-04-01,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Kitchen Appliances,Cleaning,TECH_MUM005,CUST597361,0.8,Switch,3,1267.21,1802.92,172.58,244.93,2047.8500000000001,0,3.6,114,0,3
SVC013137,2023-11-05,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Washing Machine,Maintenance,TECH_CHE005,CUST424150,1.1,Belt,3,3993.25,2421.392,404.01,158.325,2579.7169999999996,1,3.2,58,1,2
SVC013138,2024-09-15,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Refrigerator,Maintenance,TECH_CHE006,CUST107583,0.6,Compressor,2,7952.43,4470.112,213.13,105.087,4575.1990000000005,1,3.0,90,0,1
SVC013139,2024-02-16,Lucknow_Gomti_Nagar,Lucknow_Gomti_Nagar,North,FR010_UP,Kitchen Appliances,Maintenance,TECH_LUC007,CUST425905,1.7,Heating Element,1,1158.68,1743.17,383.0,545.32,2288.4900000000002,0,4.7,10,1,2
SVC013140,2024-08-10,Hyderabad_Gachibowli,Hyderabad_Gachibowli,South,FR007_Hyderabad,Air Conditioner,Repair,TECH_HYD004,CUST918666,2.4,None,0,0.0,0.0,506.76,220.128,220.128,1,4.8,64,0,1
SVC013141,2023-08-16,Surat_Adajan,Surat_Adajan,West,FR008_Gujarat,Dishwasher,Cleaning,TECH_SUR004,CUST781706,1.9,Filter,3,1691.34,2596.89,491.93,661.06,3257.95,0,3.3,25,1,2
SVC013142,2023-03-06,Ahmedabad_Satellite,Ahmedabad_Satellite,West,FR008_Gujarat,Washing Machine,Part Replacement,TECH_AHM007,CUST544049,3.0,Drum,2,4123.73,6427.88,1072.01,1640.59,8068.47,0,4.0,33,1,3
SVC013143,2024-11-01,Mumbai_Andheri,Mumbai_Andheri,West,FR001_Mumbai_West,Microwave Oven,Annual Maintenance Contract,TECH_MUM001,CUST916853,2.7,Magnetron,2,3958.69,6303.35,747.41,1242.75,7546.1,0,4.4,41,1,2
SVC013144,2023-04-08,Pune_Kothrud,Pune_Kothrud,West,FR006_Pune,Dishwasher,Cleaning,TECH_PUN002,CUST187181,1.7,Spray Arm,2,853.83,1313.63,552.84,888.53,2202.16,0,3.7,55,1,2
SVC013145,2023-07-10,Hyderabad_Secunderabad,Hyderabad_Secunderabad,South,FR007_Hyderabad,Refrigerator,Maintenance,TECH_HYD006,CUST243914,1.0,Compressor,2,7422.96,11293.88,325.62,507.4,11801.279999999999,0,4.7,54,1,2
SVC013146,2024-11-16,Jaipur_Malviya_Nagar,Jaipur_Malviya_Nagar,North,FR009_Rajasthan,Kitchen Appliances,Repair,TECH_JAI001,CUST958914,2.3,Motor,1,2685.33,4228.98,846.82,1283.84,5512.82,0,4.7,16,1,1
SVC013147,2024-12-30,Chennai_Velachery,Chennai_Velachery,South,FR004_Chennai,Refrigerator,Diagnostic,TECH_CHE009,CUST692694,2.7,Door Seal,1,302.94,439.1,1043.44,1721.67,2160.77,0,3.6,95,0,2
SVC013148,2024-11-08,Mumbai_Central,Mumbai_Central,West,FR001_Mumbai_West,Washing Machine,Maintenance,TECH_MUM001,CUST455618,1.1,None,0,0.0,0.0,252.57,363.9,363.9,0,3.1,95,0,2
